,Unnamed: 0,keywords,code
1595,1595,Galactorrhea,G8
1596,1596,Genital Herpes,G8
1597,1597,Genital Warts,G8
1598,1598,Glucose Intolerance,G8
1599,1599,Goiter,G8
1600,1600,Gonadal Disorders,G8
1601,1601,Gonorrhea,G8
1602,1602,Graves Disease,G8
1603,1603,Gynecomastia,G8
1604,1604,Hair Diseases,G8
1605,1605,Head Lice,G8
1606,1606,Hemic Disease,G8
1607,1607,Hemorrhagic Fevers,G8
1608,1608,Hirsutism,G8
1609,1609,Histiocytosis,G8
1610,1610,Hookworm Infection,G8
1611,1611,Hyperammonemia,G8
1612,1612,Hyperbilirubinemia,G8
1613,1613,Hyperglobulinemic Purpura,G8
1614,1614,Hyperglycemia,G8
1615,1615,Hyperinsulinemia,G8
1616,1616,Hyperinsulinemia,G8
1617,1617,Hyperinsulinism,G8
1618,1618,Hyperlipidemia,G8
1619,1619,Hyperoxaluria,G8
1620,1620,Hyperparathyroidism,G8
1621,1621,Hyperprolactinemia,G8
1622,1622,Hyperthyroidism,G8
1623,1623,Hyperthyroxinemia,G8
1624,1624,Hypervitaminosis A,G8
1625,1625,Hypochlorhydria,G8
1626,1626,Hypoglycemia,G8
1627,1627,Hypoparathyroidism,G8
1628,1628,Hypothyroidism,G8
1629,1629,Immunological Diseases,G8
1630,1630,Immunoparasitology,G8
1631,1631,Infectious Diseases,G8
1632,1632,Injuries,G8
1633,1633,Intertrigo,G8
1634,1634,Iron Metabolism Disorders,G8
1635,1635,Iron Overload,G8
1636,1636,Iron-Deficiency Anemia,G8
1637,1637,Juvenile Xanthogranuloma,G8
1638,1638,Keratoacanthoma,G8
1639,1639,Keratosis,G8
1640,1640,Kimura Disease,G8
1641,1641,Kussmaul Aphasia,G8
1642,1642,Lactation Disorders,G8
1643,1643,Lactose Intolerance,G8
1644,1644,Language Disorders,G8
1645,1645,Learning Disabilities,G8
1646,1646,Lipodystrophy,G8
1647,1647,Lupus,G8
1648,1648,Lyme Disease,G8
1649,1649,Lymphatic Diseases,G8
1650,1650,Mad Cow Disease,G8
1651,1651,Magnesium Deficiency,G8
1652,1652,Malabsorption Syndromes,G8
1653,1653,Malaria,G8
1654,1654,Marchiafava-Micheli Syndrome,G8
1655,1655,Mast-Cell Disease,G8
1656,1656,Mastitis,G8
1657,1657,Mastocytosis,G8
1658,1658,Meningitis,G8
1659,1659,Metabolic Diseases,G8
1660,1660,Metabolic Skin Diseases,G8
1661,1661,Metabolic Syndrome X,G8
1662,1662,Mitochondrial Diseases,G8
1663,1663,Mononucleosis,G8
1664,1664,Mutism,G8
1665,1665,Myxedema,G8
1666,1666,Nail Diseases,G8
1667,1667,Narcolepsy,G8
1668,1668,Necrobiosis Lipoidica,G8
1669,1669,Necrobiotic Disorders,G8
1670,1670,Neurodermatitis,G8
1671,1671,Nutrition Disorders,G8
1672,1672,Nutritional Diseases,G8
1673,1673,Obesity,G8
1674,1674,Ochronosis,G8
1675,1675,Orchitis,G8
1676,1676,Orphan Diseases,G8
1677,1677,Owrens Disease,G8
1678,1678,Panniculitis,G8
1679,1679,Papulosquamous Skin Diseases,G8
1680,1680,Parasitology,G8
1681,1681,Parasitic Diseases,G8
1682,1682,Parathyroid Diseases,G8
1683,1683,Persian Gulf Syndrome,G8
1684,1684,Phosphorus Metabolism Disorders,G8
1685,1685,Photosensitivity Disorders,G8
1686,1686,Pickwickian Syndrome,G8
1687,1687,Pigmentation Disorders,G8
1688,1688,Pituitary Diseases,G8
1689,1689,Pityriasis Lichenoides,G8
1690,1690,Pityriasis Rosea,G8
1691,1691,Pityriasis Rubra Pilaris,G8
1692,1692,Plague,G8
1693,1693,Porphyria,G8
1694,1694,Potassium Deficiency,G8
1695,1695,Prader-Willi Syndrome,G8
1696,1696,Protein Deficiency,G8
1697,1697,Prurigo,G8
1698,1698,Pruritus,G8
1699,1699,Rare Diseases,G8
1700,1700,Refetoff Syndrome,G8
1701,1701,Refetoff-DeWind-DeGroot Syndrome,G8
1702,1702,Reyes Syndrome,G8
1703,1703,Rocky Mountain Spotted Fever,G8
1704,1704,Roundworm,G8
1705,1705,Sarcoidosis,G8
1706,1706,Scabies,G8
1707,1707,Schamberg Disease,G8
1708,1708,Schaumann Disease,G8
1709,1709,Schistosomiasis,G8
1710,1710,Schoenlein-Henoch Purpura,G8
1711,1711,Scleredema,G8
1712,1712,Scurvy,G8
1713,1713,Sexually Transmitted Diseases,G8
1714,1714,Short Bowel Syndrome,G8
1715,1715,Sjogrens Syndrome,G8
1716,1716,Skin Diseases,G8
1717,1717,Sleeping Sickness,G8
1718,1718,Speech Disorders,G8
1719,1719,Stammering,G8
1720,1720,Stuart-Prower Disease,G8
1721,1721,Stuttering,G8
1722,1722,Syphilis,G8
1723,1723,TB,G8
1724,1724,Testicular Diseases,G8
1725,1725,Thymus Hyperplasia,G8
1726,1726,Thyroid Diseases,G8
1727,1727,Thyroid Hormone Resistance Syndrome,G8
1728,1728,Thyroiditis,G8
1729,1729,Thyrotoxicosis,G8
1730,1730,Tick-borne Diseases,G8
1731,1731,Trauma,G8
1732,1732,Trichomoniasis,G8
1733,1733,Tropical Diseases,G8
1734,1734,Tropical Sprue,G8
1735,1735,Typhoid Fever,G8
1736,1736,Varicocele,G8
1737,1737,Venereal Diseases,G8
1738,1738,Virilism,G8
1739,1739,Vitamin Deficiency,G8
1740,1740,Vitiligo,G8
1741,1741,Willebrand Disease,G8
1742,1742,Waldenstrom Macroglobulinemia,G8
1743,1743,Warts,G8
1744,1744,Wasting Disease,G8
1745,1745,Wasting Syndrome,G8
1746,1746,Water-Electrolyte Imbalance,G8
1747,1747,Waterhouse-Friderichsen Syndrome,G8
1748,1748,West Nile Encephalitis,G8
1749,1749,West Nile Virus,G8
1750,1750,Whipples Disease,G8
1751,1751,Wounds,G8
1752,1752,Xanthomatosis,G8
1753,1753,Yellow Fever,G8
1754,1754,Acquired Immunodeficiency Syndrome,G8
1755,1755,HIV,G8
1756,1756,HIV/AIDS,G8
1757,1757,HIV Related Diseases,G8
1758,1758,Human Immunodeficiency Virus,G8
1759,1759,Aspergers Disorder,G8
1760,1760,Autistic Disorder,G8
1761,1761,Childhood Disintegration Disorder,G8
1762,1762,Pervasive Developmental Disorder,G8
1763,1763,Anesthesiology,G9
1764,1764,Cardiology,G9
1765,1765,Cardiovascular Medicine,G9
1766,1766,Chiropractic,G9
1767,1767,Dermatology,G9
1768,1768,Emergency Medicine,G9
1769,1769,Endocrinology,G9
1770,1770,Family Practice,G9
1771,1771,Forensic Medicine,G9
1772,1772,Gastroenterology,G9
1773,1773,Gynecologists,G9
1774,1774,Hematology,G9
1775,1775,Immunology,G9
1776,1776,Infectious Disease,G9
1777,1777,Internal Medicine,G9
1778,1778,Mortuary Science,G9
1779,1779,Nephrology,G9
1780,1780,Nuclear Medicine,G9
1781,1781,OB/GYN,G9
1782,1782,Obstetric/Gynecology,G9
1783,1783,Occupational Medicine,G9
1784,1784,Oncology,G9
1785,1785,Ophthalmology,G9
1786,1786,Optometry,G9
1787,1787,Osteopathic Medicine,G9
1788,1788,Otolaryngology,G9
1789,1789,Pathology,G9
1790,1790,Phlebology,G9
1791,1791,Physical Medicine,G9
1792,1792,Podiatry,G9
1793,1793,Preventive Medicine,G9
1794,1794,Psychiatry,G9
1795,1795,Pulmonary Disease Specialists,G9
1796,1796,Radiology,G9
1797,1797,Rehabilitative Medicine,G9
1798,1798,Reproductive Medicine,G9
1799,1799,Rheumatology,G9
1800,1800,Urology,G9
1801,1801,Venereology,G9
1802,1802,Biomedical Engineering,G9
1803,1803,Biomedicine,G9
1804,1804,Clinical Engineering,G9
1805,1805,Rehabilitation Engineering,G9
1806,1806,Neurology,G9
1807,1807,Neurosciences,G9
1808,1808,Neonatology,G9
1809,1809,Perinatology,G9
1810,1810,"Colon & Rectal Surgery, Colorectal Surgery",G9
1811,1811,Cosmetic Surgery,G9
1812,1812,Neurological Surgery,G9
1813,1813,Neurosurgery,G9
1814,1814,Orthopedics,G9
1815,1815,Orthopedic Surgery,G9
1816,1816,Plastic Surgery,G9
1817,1817,Reconstructive Surgery,G9
1818,1818,Thoracic Surgery,G9
1819,1819,Traumatology,G9
1820,1820,Anti-Crime Patrols,I2
1821,1821,Arson Prevention,I2
1822,1822,Block Parents,I2
1823,1823,Block Watch,I2
1824,1824,Child Finger Television,I2
1825,1825,Citizen Crime Reporting,I2
1826,1826,Citizen Patrols,I2
1827,1827,Citizens Crime Watch,I2
1828,1828,Civilian Crime Patrols,I2
1829,1829,Community Watch,I2
1830,1830,Crime Reporting,I2
1831,1831,Crime Prevention,I2
1832,1832,Crime Watch,I2
1833,1833,Crime Stoppers,I2
1834,1834,Crimebusters,I2
1835,1835,Crimestoppers,I2
1836,1836,Crimewatch,I2
1837,1837,Dangerous Weapons Regulation and Control,I2
1838,1838,Firearms Control,I2
1839,1839,Fraud Reporting,I2
1840,1840,Gun Control,I2
1841,1841,Hate Crime Prevention,I2
1842,1842,Home Alert,I2
1843,1843,Kidnapped Children,I2
1844,1844,Missing Children,I2
1845,1845,Missing Persons,I2
1846,1846,Neighborhood Watch,I2
1847,1847,Online Crime Prevention,I2
1848,1848,Self-Defense,I2
1849,1849,Tip Lines,I2
1850,1850,Violence Prevention,I2
1851,1851,Gang Related,I2
1852,1852,Juvenile Delinquency Prevention,I2
1853,1853,SADD,I2
1854,1854,Students Against Destructive Decisions,I2
1855,1855,Students Against Drunk Driving,I2
1856,1856,Youth Crime Prevention,I2
1857,1857,Detention of Alleged Law Violators,I3
1858,1858,Detention of Law Violators,I3
1859,1859,Jails,I3
1860,1860,Penitentiaries,I3
1861,1861,Prisons,I3
1862,1862,Half-Way Houses for Ex-Offenders,I3
1863,1863,Half-Way Houses for Offenders,I3
1864,1864,Prerelease Centers,I3
1865,1865,Transitional Care for Ex-Offenders,I3
1866,1866,Transitional Care for Offenders,I3
1867,1867,Work Release Centers,I3
1868,1868,Bail Assistance,I4
1869,1869,Correctional Restitution,I4
1870,1870,Court Referral,I4
1871,1871,Day Reporting Centers,I4
1872,1872,Electronic Monitoring of Detention,I4
1873,1873,Ex-Offender Counseling,I4
1874,1874,Ex-Offender Reentry,I4
1875,1875,Juvenile Parole,I4
1876,1876,Parole,I4
1877,1877,Pre-Release,I4
1878,1878,Pretrial Electronic Monitoring,I4
1879,1879,Pretrial Release,I4
1880,1880,Probation,I4
1881,1881,Restorative Justice,I4
1882,1882,Teen Court,I4
1883,1883,Victim/Offender Reconciliation,I4
1884,1884,VORP,I4
1885,1885,Work Furlough,I4
1886,1886,Work Release,I4
1887,1887,Youth Court,I4
1888,1888,Correctional Education,I4
1889,1889,Family Visitation,I4
1890,1890,Family Visitation Support,I4
1891,1891,Inmate Counseling,I4
1892,1892,Inmate Pre-Release Reentry,I4
1893,1893,Inmate Support,I4
1894,1894,Inmate Visitation,I4
1895,1895,Inmate Visiting Transportation,I4
1896,1896,Jail Visitation,I4
1897,1897,Offender Advocates,I4
1898,1898,Pregnant/Parenting Inmate Support,I4
1899,1899,Prison Libraries,I4
1900,1900,Prison Ministries,I4
1901,1901,Prison Visitation,I4
1902,1902,Prisoner Locator,I4
1903,1903,Volunteer Inmate Visiting,I4
1904,1904,Volunteer Jail Visiting,I4
1905,1905,Adult Diversion,I4
1906,1906,Alternatives to Incarceration,I4
1907,1907,Community Corrections,I4
1908,1908,Community-Based Correctional Facility,I4
1909,1909,Day Treatment for Offenders,I4
1910,1910,Diversion,I4
1911,1911,Group Homes for Offenders,I4
1912,1912,Home Confinement,I4
1913,1913,Housing,I4
1914,1914,Intensive Supervision of Offenders,I4
1915,1915,Juvenile Alternative Sentencing,I4
1916,1916,Juvenile Detention Facilities,I4
1917,1917,Juvenile Detention Homes,I4
1918,1918,Juvenile Diversion,I4
1919,1919,Juvenile Justice System,I4
1920,1920,Prison Alternatives,I4
1921,1921,Prison Boot Camps,I4
1922,1922,Reformatories,I4
1923,1923,Residential Restitution Centers,I4
1924,1924,Residential Treatment Facilities for Offenders,I4
1925,1925,Weekend Sentences,I4
1926,1926,Administration of Justice,I5
1927,1927,Alternatives to Litigation,I5
1928,1928,Bail Deviation,I5
1929,1929,Court Administration,I5
1930,1930,Court Orientation for Offenders,I5
1931,1931,Court Reform,I5
1932,1932,Courts,I5
1933,1933,Criminal Justice Systems,I5
1934,1934,Expert Witnesses,I5
1935,1935,Penal Reform,I5
1936,1936,Prison Reform,I5
1937,1937,Alternative Dispute Resolution,I5
1938,1938,Alternative to Litigation,I5
1939,1939,Arbitration,I5
1940,1940,Conflict Resolution,I5
1941,1941,Dispute Resolution,I5
1942,1942,Dissolution Assistance,I5
1943,1943,Labor Mediation,I5
1944,1944,Landlord/Tenant Mediation,I5
1945,1945,Mediation,I5
1946,1946,Mini-Trials,I5
1947,1947,Fraternal Order of Police,I6
1948,1948,K-9 Police team,I6
1949,1949,Law Enforcement Agencies,I6
1950,1950,Police Academies,I6
1951,1951,Police Auxiliaries,I6
1952,1952,Police Benefit Associations,I6
1953,1953,Police Benevolent Associations,I6
1954,1954,Police Chaplains,I6
1955,1955,Police Departments,I6
1956,1956,Police Protective Associations,I6
1957,1957,Police Reserves,I6
1958,1958,Police Training,I6
1959,1959,Sheriffs Associations,I6
1960,1960,Sheriff's Posse,I6
1961,1961,Sheriffs Posse,I6
1962,1962,Abuse of the Elderly,I7
1963,1963,Abuse Prevention,I7
1964,1964,Crimes Against the Elderly,I7
1965,1965,Domestic Violence,I7
1966,1966,Elder Abuse,I7
1967,1967,Granny Bashing,I7
1968,1968,Granny Dumping,I7
1969,1969,King Lear Syndrome,I7
1970,1970,Violence in the Family,I7
1971,1971,Violence Prevention,I7
1972,1972,Violent Families,I7
1973,1973,Battered Husbands,I7
1974,1974,Battered Wives,I7
1975,1975,Conjugal Crime Prevention,I7
1976,1976,Domestic Abuse Prevention,I7
1977,1977,Domestic Rape Prevention,I7
1978,1978,Domestic Violence,I7
1979,1979,Husband Abuse Prevention,I7
1980,1980,Marital Rape Prevention,I7
1981,1981,Spousal Abuse Prevention,I7
1982,1982,Wife Abuse Prevention,I7
1983,1983,Abuse of Children,I7
1984,1984,Abused Children,I7
1985,1985,Abusive Parents,I7
1986,1986,Battered Children,I7
1987,1987,CAC,I7
1988,1988,Child Abuse Hotlines,I7
1989,1989,Child Abuse Prevention,I7
1990,1990,Child Neglect,I7
1991,1991,Child Protection,I7
1992,1992,Cruelty to Children,I7
1993,1993,Domestic Violence,I7
1994,1994,Incest,I7
1995,1995,Infanticide,I7
1996,1996,Parents Anonymous,I7
1997,1997,Prevention of Child Mistreatment,I7
1998,1998,Shaken Baby Syndrome,I7
1999,1999,Child Molestation Prevention,I7
2000,2000,Dating Violence Prevention,I7
2001,2001,Domestic Violence,I7
2002,2002,Rape Prevention,I7
2003,2003,Sexual Assault Prevention,I7
2004,2004,Sex Offender Registration,I7
2005,2005,Court-appointed Counsel,I8
2006,2006,Discrimination Assistance,I8
2007,2007,Equal Employment Opportunity,I8
2008,2008,Fair Housing,I8
2009,2009,Fair Housing Counseling,I8
2010,2010,Guardians ad Litem,I8
2011,2011,Guardianship,I8
2012,2012,Housing Discrimination Assistance,I8
2013,2013,Housing Discrimination Counseling,I8
2014,2014,Landlord/Tenant Law,I8
2015,2015,Legal Aid,I8
2016,2016,Legal Aid to the Poor,I8
2017,2017,Legal Counseling,I8
2018,2018,Legal Representation,I8
2019,2019,Legal Services for Indigents,I8
2020,2020,Pro Bono Cases,I8
2021,2021,Public Defenders,I8
2022,2022,Class Action Lawsuits,I8
2023,2023,Public Interest Law,I8
2024,2024,Public Interest Litigation,I8
2025,2025,Bonding for Employment,J2
2026,2026,Business Attire,J2
2027,2027,Dislocated Workers Training,J2
2028,2028,Displaced Homemakers,J2
2029,2029,Dress for Success,J2
2030,2030,Employment Acquisition,J2
2031,2031,Employment Agencies,J2
2032,2032,Employment Placement Agencies,J2
2033,2033,Employment Preparation,J2
2034,2034,Employment Procurement,J2
2035,2035,Employment Referrals,J2
2036,2036,Employment Resource Center,J2
2037,2037,Employment Retraining,J2
2038,2038,Employment Screening/Finding,J2
2039,2039,Equal Employment Opportunity,J2
2040,2040,Foreign Employment,J2
2041,2041,Job Banks,J2
2042,2042,Job Clubs,J2
2043,2043,Job Counseling and Placement,J2
2044,2044,Job Fairs,J2
2045,2045,Job Information Clearinghouses,J2
2046,2046,Job Information Lines,J2
2047,2047,Job Interview Training,J2
2048,2048,Job Listings,J2
2049,2049,Job Placement Assistance,J2
2050,2050,Job Readiness,J2
2051,2051,Job Referrals,J2
2052,2052,Job Search Assistance,J2
2053,2053,Job Search Resource Center,J2
2054,2054,Occupational Retraining,J2
2055,2055,Occupational Training for Dislocated Workers,J2
2056,2056,OICs,J2
2057,2057,Opportunities Industrialization Centers,J2
2058,2058,Post Employment Assistance,J2
2059,2059,Pre-Job Guidance,J2
2060,2060,Reentry Training,J2
2061,2061,Resume Preparation Assistance,J2
2062,2062,Retraining,J2
2063,2063,SCSEP,J2
2064,2064,Senior Citizen Employment,J2
2065,2065,Senior Community Service Employment,J2
2066,2066,SER-Jobs for Progress,J2
2067,2067,Title V,J2
2068,2068,Work Reentry Training,J2
2069,2069,Assessment Testing,J2
2070,2070,Career Awareness,J2
2071,2071,Career Counseling,J2
2072,2072,Career Development,J2
2073,2073,Career Goals,J2
2074,2074,Career Guidance,J2
2075,2075,Career Planning,J2
2076,2076,Employment Aptitude Testing,J2
2077,2077,Employment Counseling,J2
2078,2078,Employment Interest Measures,J2
2079,2079,Interest Inventories,J2
2080,2080,Job Counseling,J2
2081,2081,Vocational Assessment,J2
2082,2082,Vocational Counseling,J2
2083,2083,Vocational Guidance,J2
2084,2084,Vocational Information,J2
2085,2085,Vocational Testing,J2
2086,2086,Apprenticeship & Training Trusts,J2
2087,2087,Apprenticeships,J2
2088,2088,Community Work & Training,J2
2089,2089,Employment Training,J2
2090,2090,Field Experience,J2
2091,2091,Industrial Training,J2
2092,2092,In-service Training,J2
2093,2093,Internships,J2
2094,2094,Job Corps,J2
2095,2095,Job Training,J2
2096,2096,Jobs Training Partnership Act,J2
2097,2097,JTPA,J2
2098,2098,JTPA Summer,J2
2099,2099,Manpower Training,J2
2100,2100,Occupational Training,J2
2101,2101,On-the-Job Training,J2
2102,2102,Personnel Training,J2
2103,2103,Practice Teaching,J2
2104,2104,Practicums,J2
2105,2105,Public Employment & Training,J2
2106,2106,Residency,J2
2107,2107,School to Career,J2
2108,2108,School to Work,J2
2109,2109,Senior Community Service Employment,J2
2110,2110,Student Field Work,J2
2111,2111,Summer Youth Employment,J2
2112,2112,Title IIA,J2
2113,2113,Title IIB,J2
2114,2114,Title IIC,J2
2115,2115,Welfare to Work,J2
2116,2116,WIA,J2
2117,2117,Work & Training,J2
2118,2118,Work Experience,J2
2119,2119,Workfare,J2
2120,2120,Workforce Development,J2
2121,2121,Workforce Investment Act,J2
2122,2122,Youth Corps,J2
2123,2123,Youth Job Training & Employment,J2
2124,2124,Employment for Disabled Persons,J3
2125,2125,Employment for the Homebound,J3
2126,2126,Homebound Employment,J3
2127,2127,Housebound Employment,J3
2128,2128,Job Coach,J3
2129,2129,On-the-Job Coaching,J3
2130,2130,Supported Employment,J3
2131,2131,Work Adjustment Training,J3
2132,2132,Remunerative Sheltered Employment,J3
2133,2133,Sheltered Employment,J3
2134,2134,Sheltered Remunerative Employment,J3
2135,2135,Sheltered Work Activity Centers,J3
2136,2136,Sheltered Workshops,J3
2137,2137,Baby Food Suppliers,K3
2138,2138,Commodity Distribution,K3
2139,2139,Community Food Gardening,K3
2140,2140,Cooperative Food Purchasing,K3
2141,2141,Emergency Food,K3
2142,2142,Farmers Markets,K3
2143,2143,Food Aid,K3
2144,2144,Food Assistance,K3
2145,2145,Food Baskets,K3
2146,2146,Food Cooperatives,K3
2147,2147,Food Co-ops,K3
2148,2148,Food Distribution,K3
2149,2149,Food Gleaning,K3
2150,2150,Food Lines,K3
2151,2151,Food Vouchers,K3
2152,2152,Groceries on Wheels,K3
2153,2153,Grocery Vouchers,K3
2154,2154,Food Banks,K3
2155,2155,Food Clearinghouse,K3
2156,2156,Food Closet,K3
2157,2157,Food Outlets,K3
2158,2158,Food Pantries,K3
2159,2159,Food Supplement Distribution,K3
2160,2160,Free Food Distribution,K3
2161,2161,Surplus Commodity Distribution,K3
2162,2162,Adult Care Feeding,K3
2163,2163,Child Care Feeding,K3
2164,2164,Child Nutrition,K3
2165,2165,Group Meals,K3
2166,2166,Low-Cost Meals,K3
2167,2167,Meal Vouchers,K3
2168,2168,Milk Programs,K3
2169,2169,Nutrition Sites,K3
2170,2170,School Breakfasts,K3
2171,2171,School Lunches,K3
2172,2172,Summer Food Service,K3
2173,2173,Senior Nutrition Sites,K3
2174,2174,Homeless Meals,K3
2175,2175,Meals for Homeless People,K3
2176,2176,Soup Kitchens,K3
2177,2177,Home Delivered Meals,K3
2178,2178,Home Meals,K3
2179,2179,Meals on Wheels,K3
2180,2180,Mobile Meals,K3
2181,2181,Basic Food Groups,K4
2182,2182,Healthful Eating,K4
2183,2183,Nutrition Assistance,K4
2184,2184,Nutrition Education,K4
2185,2185,"Special Supplemental Nutrition for Women, Infants and Children",K4
2186,2186,USDA Food Pyramid,K4
2187,2187,Vegetarianism.,K4
2188,2188,WIC,K4
2189,2189,Family Life,K5
2190,2190,Homemaking,K5
2191,2191,Housekeeping,K5
2192,2192,Accessible Housing,L2
2193,2193,Affordable Housing,L2
2194,2194,Barrier-Free Housing,L2
2195,2195,Habitat for Humanity,L2
2196,2196,Housing Construction,L2
2197,2197,Housing Cooperatives,L2
2198,2198,Housing Development,L2
2199,2199,Housing Management,L2
2200,2200,Inexpensive Housing,L2
2201,2201,Low Cost Housing,L2
2202,2202,Low Income Housing,L2
2203,2203,Low to Moderate Cost Housing,L2
2204,2204,Low to Moderate Income Housing,L2
2205,2205,Mobile Home Parks,L2
2206,2206,Moderate Income Housing,L2
2207,2207,Rooming Houses,L2
2208,2208,Shared Housing,L2
2209,2209,Single Room Occupancy,L2
2210,2210,SRO Hotels,L2
2211,2211,SRO Housing,L2
2212,2212,SROs,L2
2213,2213,Sweat Equity,L2
2214,2214,Urban Homesteading,L2
2215,2215,Farm Labor Housing Program,L2
2216,2216,Federal Leased Housing,L2
2217,2217,FMHA 515,L2
2218,2218,Government Subsidized Housing,L2
2219,2219,Housing and Urban Development Housing,L2
2220,2220,Housing Authorities,L2
2221,2221,HUD Housing,L2
2222,2222,Leased Housing,L2
2223,2223,Low and Moderate Income Housing,L2
2224,2224,Low Income and Affordable Housing,L2
2225,2225,Public Housing,L2
2226,2226,Rent Subsidies,L2
2227,2227,RHS Programs,L2
2228,2228,Rural Housing Service,L2
2229,2229,Section 202,L2
2230,2230,Section 231,L2
2231,2231,Section 236,L2
2232,2232,Section 8,L2
2233,2233,"Section 811, Section 221(d)(3)",L2
2234,2234,Section 221(d)(4)Subsidized Housing,L2
2235,2235,Subsidized Rental Housing,L2
2236,2236,Age Restricted Communities,L2
2237,2237,Agency on Aging Apartments,L2
2238,2238,Elderly Housing,L2
2239,2239,HUD 202,L2
2240,2240,Retirement Communities,L2
2241,2241,Retirement Homes,L2
2242,2242,Section 202 Supportive Housing for the Elderly,L2
2243,2243,Senior Apartment Complexes,L2
2244,2244,Senior Citizens Housing,L2
2245,2245,Senior Citizens Retirement Communities,L2
2246,2246,Senior Congregate Living Facilities,L2
2247,2247,Senior Retirement Communities,L2
2248,2248,HUD 811,L2
2249,2249,Section 811 Supportive Housing for Persons with Disabilities.,L2
2250,2250,Home Purchase Listings,L3
2251,2251,Home Rental Listings,L3
2252,2252,Housing Search and Information,L3
2253,2253,Relocation Assistance,L3
2254,2254,Roommate Matching Assistance,L3
2255,2255,Bridge Housing for Homeless People,L4
2256,2256,Emergency Housing,L4
2257,2257,Hostels,L4
2258,2258,Temporary Accommodations,L4
2259,2259,Transitional Housing,L4
2260,2260,Transitional Living Centers,L4
2261,2261,Transitional Shelter,L4
2262,2262,Youth Hostels,L4
2263,2263,Bad Weather Shelters,L4
2264,2264,Bridge Housing,L4
2265,2265,Community Shelters,L4
2266,2266,Mission Housing,L4
2267,2267,Motel Vouchers,L4
2268,2268,Urban Campsites,L4
2269,2269,Overnight Shelters,L4
2270,2270,Home Purchase Counseling,L8
2271,2271,Homeowner Purchase Counseling,L8
2272,2272,Homeownership Counseling,L8
2273,2273,Homeownership Education,L8
2274,2274,Homeownership Training,L8
2275,2275,Household Goods Storage Assistance,L8
2276,2276,Housing Counsel,L8
2277,2277,HUD Counseling Services,L8
2278,2278,Mortgage Counseling,L8
2279,2279,Moving Assistance,L8
2280,2280,Bathroom Accessibility Modifications,L8
2281,2281,Christmas in April,L8
2282,2282,Energy Conservation Home Improvement,L8
2283,2283,Energy Conservation Rebates,L8
2284,2284,Home Barrier Evaluation,L8
2285,2285,Home Barrier Removal,L8
2286,2286,Home Energy Conservation,L8
2287,2287,Home Improvement,L8
2288,2288,Home Rehabilitation,L8
2289,2289,Home Repairs,L8
2290,2290,Insulation,L8
2291,2291,Kitchen Accessibility Modifications,L8
2292,2292,Ramp Construction,L8
2293,2293,Weather Stripping,L8
2294,2294,Weatherization,L8
2295,2295,Construction Loans,L8
2296,2296,Electric Bill Payments Assistance,L8
2297,2297,Gas Bill Payments Assistance,L8
2298,2298,Home Purchase Loans,L8
2299,2299,House Payment Assistance,L8
2300,2300,Housing Costs,L8
2301,2301,Housing Down Payment Assistance,L8
2302,2302,Housing Expense Assistance,L8
2303,2303,Housing Payments Assistance,L8
2304,2304,Mortgage Payments Assistance,L8
2305,2305,Moving Expense Assistance,L8
2306,2306,Property Tax Relief,L8
2307,2307,Rent Assistance,L8
2308,2308,Rental Deposit Assistance,L8
2309,2309,Security Deposit Assistance,L8
2310,2310,Telephone Bill Payments Assistance,L8
2311,2311,Utility Bill Payments Assistance,L8
2312,2312,Water Bill Payments Assistance,L8
2313,2313,Relief,M2
2314,2314,Avalanches,M2
2315,2315,Brush Fires,M2
2316,2316,Catastrophe Planning,M2
2317,2317,Chemical Emergencies,M2
2318,2318,Civil Defense,M2
2319,2319,Civil Unrest,M2
2320,2320,Community Disaster Information,M2
2321,2321,Debris Removal,M2
2322,2322,Disaster Alert Systems,M2
2323,2323,Disaster Donations,M2
2324,2324,Disaster Hotlines,M2
2325,2325,Disaster Information,M2
2326,2326,Disaster Kits,M2
2327,2327,Disaster Loans,M2
2328,2328,Disaster Mitigation,M2
2329,2329,Disaster Planning,M2
2330,2330,Disaster Preparedness,M2
2331,2331,Disaster Readiness,M2
2332,2332,Disaster Recovery Centers,M2
2333,2333,Disaster Relief/Recovery,M2
2334,2334,Disaster Relief,M2
2335,2335,Disaster Response,M2
2336,2336,Disaster Service Centers,M2
2337,2337,Disaster Services,M2
2338,2338,Disaster-Specific Home Repairs,M2
2339,2339,Disaster Specific Rent Assistance,M2
2340,2340,Droughts,M2
2341,2341,Early Warning Alerts,M2
2342,2342,Earthquakes,M2
2343,2343,Emergency Communications,M2
2344,2344,Emergency Dispatch,M2
2345,2345,Emergency Management,M2
2346,2346,Emergency Preparedness/Response Training,M2
2347,2347,Emergency Radio,M2
2348,2348,Evacuation Plans,M2
2349,2349,Explosions,M2
2350,2350,Extreme Heat,M2
2351,2351,Floods,M2
2352,2352,Flood Protection and Control,M2
2353,2353,Forest Fires,M2
2354,2354,Grass Fires,M2
2355,2355,Hazardous Materials Emergencies,M2
2356,2356,Homeland Security,M2
2357,2357,Hurricanes,M2
2358,2358,Landslide/Mudslides,M2
2359,2359,Natural Disasters,M2
2360,2360,Nuclear Emergencies,M2
2361,2361,Post-Disaster Clean-Up,M2
2362,2362,Post-Disaster Housing Assistance,M2
2363,2363,Post-Disaster Housing Databanks/Referrals,M2
