NTEE_CD,text
L22,FEDERALLY SUBSIDIZED U.S. DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT ELDERLY LOW INCOME HOUSING. TO PROVIDE ELDERLY LOW INCOME HOUSING
E62,"THE MISSION OF REGIONAL EMERGENCY MEDICAL SERVICES AUTHORITY (REMSA) IS TO PROVIDE AN EFFECTIVE GROUND AMBULANCE SERVICE WHICH FUNCTIONS AS A PART OF A COORDINATED EMERGENCY MEDICAL SERVICE SYSTEM FOR THE HEALTH AND SAFETY OF THE COMMUNITY AND ITS CITIZENS. THE ORGANIZATION IS THE ONLY EMERGENCY MEDICAL TRANSPORT COMPANY IN THE CITY OF ST. JOSEPH AND ALSO SERVES THE SURROUNDING COMMUNITIES IN BUCHANAN COUNTY. THE COUNTY HAS A POPULATION OF APPROXIMATELY 90,000 PEOPLE.THE BOARD OF DIRECTORS OF THE ORGANIZATION ADOPTED AN AMENDMENT, EFFECTIVE JULY 1, 2014, THAT CHANGES THE ARTICLES OF INCORPORATION TO MAKE BUCHANAN COUNTY, MISSOURI THE SOLE MEMBER. BY ADOPTING THE AMENDMENT, THE BOARD TRANSFERRED OWNERSHIP AND OPERATION OF THE ENTITY TO BUCHANAN COUNTY. BY DOING SO, THE PROVISION OF AMBULANCE SERVICES CAN BE MORE EASILY ALIGNED WITH OTHER GOVERNMENTAL PROGRAMS PROVIDED BY THE COUNTY AND THE CITY OF ST. JOSEPH, IN ORDER TO BETTER SERVE THE COMMUNITY. TO PROVIDE AN EFFECTIVE GROUND AMBULANCE SERVICE WHICH FUNCTIONS AS A PART OF A COORDINATED EMERGENCY MEDICAL SERVICE SYSTEM FOR THE HEALTH & SAFETY OF THE COMMUNITY & ITS CITIZENS."
J22,PROVIDE JOB TRAINING AND JOB RELATED EDUCATION TO INDIVIDUALS THAT ARE ECONOMICALLY DISADVANTAGED OR THAT HAVE BARRIERS TO EMPLOYMENT. JOB TRAINING (SOCIAL WELFARE)
L20,PROVIDED HOUSING AND EDUCATIONAL SERVICES FOR CHRONICALLY MENTALLY ILL ADULTS ON A CHARITABLE BASIS. PROVIDE HOUSING AND EDUCATIONAL SERVICES FOR CHRONICALLY MENTALLY ILL ADULTS ON A CHARITABLE BASIS.
F33,PROVIDE HOUSING AND EDUCATIONAL SERVICES FOR CHRONICALLY MENTALLY ILL ADULTS ON A CHARITABLE BASIS. PROVIDE HOUSING AND EDUCATIONAL SERVICES FOR CHRONICALLY MENTALLY ILL ADULTS ON A CHARITABLE BASIS.
P80,"ANIMAL WELFARE - BARC PROVIDES LOW COST OR FREE PET SPAY-NEUTER FOR LOW INCOME FAMILIES. IN 2017, BARC FIXED 5,787 PETS ANIMAL WELFARE - BARC PROVIDES FREE OR LOW COST SPAY/NEUTER SURGERIES FOR LOW INCOME FAMILIES"
E30,"DENTAL SERVICES TO PROVIDE HIGH-QUALITY, FULL-SERVICE DENTAL SERVICES AND A DENTAL HOME TO THE LESS FORTUNATE, HOMELESS, AND UNDERSERVED CHILDREN IN JACKSON COUNTY, MISSOURI."
L20Z,APT HOUSING FOR LOW INCOME ELDERLY TENANTS APARTMENT HOUSING FOR LOW INCOME ELDERLY
F40,"THE CARTHAGE CRISIS CENTER IS A RESIDENTIAL CENTER FOR HOMELESS PEOPLE, WITH SPACE FOR FIVE FAMILIES, FIFTEEN MEN, AND EIGHT WOMEN. WE SERVE HOMELESS PEOPLE FROM THE CARTHAGE, MO AREA AND HOMELESS VETERANS FROM THE FOUR-STATE REGION. IN THE LAST YEAR, WE SERVED 154 PEOPLE. THE CARTHAGE CRISIS CENTER IS COMMITTED TO RESTORING HOMELESS AND NEEDY PEOPLE TO SELF SUFFICIENCY WITH GOD'S HELP."
P750,"THE GOOD SAMARITAN INDEPENDENT LIVING, INC. (CAPE ALBEON) WAS INCORPORATED IN 1998 TO OWN AND OPERATE A RETIREMENT COMMUNITY IN WEST ST. LOUIS COUNTY, MISSOURI. THE ORGANIZATION BEGAN FULL OPERATION DURING 2000. CAPE ALBEON INCLUDES ASSISTED LIVING UNITS AND INDEPENDENT LIVING UNITS CONSISTING OF APARTMENTS, COTTAGES, AND OTHER RELATED FACILITIES. THE FACILITY IS A STATE LICENSED ASSISTED LIVING FACILITY, CATERING TO PERSONS WHO NEED THEIR ACTIVITIES OF DAILY LIVING TO BE MONITORED AND ASSISTED BY CARE-GIVING PROFESSIONALS. TO PROVIDE ASSISTED AND INDEPENDENT LIVING TO THE ELDERLY."
Q300,"COMMUNITY DEVELOPMENT INITIATIVES - COMMUNITY DEVELOPMENT INITIATIVES BENEFIT THOUSANDS OF CHILDREN, MEN AND WOMEN IN POOR COMMUNITIES. THESE INITIATIVES FALL INTO FOUR BROAD AREAS: THRIVING CHILDREN; BUILDING COMMUNITY; EMPOWERING FAMILIES; AND ENVIRONMENTAL STEWARDSHIP. PROGRAMS IN THESE AREAS COVER A MULTITUDE OF ISSUES, AND INCLUDE CHILD SURVIVAL, LITERACY, BASIC EDUCATION, SANITATION, MICROENTERPRISE, HOUSING, COMMUNITY GOVERNANCE, NUTRITION, SUSTAINABLE AGRICULTURE AND ENVIRONMENTAL CONCERNS. EVERY PROGRAM IS DESIGNED TO BUILD THE CAPACITY OF THE PEOPLE INVOLVED. THE ORGANIZATION DOES THIS THROUGH A PROCESS CALLED PARTICIPATORY HUMAN DEVELOPMENT.THIS GRASS ROOTS DEVELOPMENT APPROACH ENABLES COMMUNITIES TO ACT ON ISSUES OF SHARED CONCERN AND TO BUILD ACCOUNTABILITY AND TRANSPARENCY THROUGH THE INVOLVEMENT OF THE MARGINALIZED POOR. PERMANENTLY ABOLISH THE WORLD'S WORST POVERTY THROUGH PARTICIPATORY HUMAN DEVELOPMENT."
P40,"CHARTER PUBLIC SCHOOL PROVIDING FRENCH IMMERSION CURRICULUM SERVING 936 ENROLLED STUDENTS IN SCHOOL GRADES K THROUGH 8. TO BRING TOGETHER A DIVERSE COMMUNITY OF STUDENTS AND AN INTERNATIONAL TEACHING STAFF TO DEVELOP CRITICAL THINKERS, GLOBAL CITIZENS AND ENGAGED- LEARNERS THROUGH IMMERSION IN WORLD LANGUAGES AND CULTURES."
E91Z,"PROVIDE LONG TERM CARE SERVICES TO MEDICAID RECIPIENTS (APPROXIMATELY 111,830 RESIDENT DAYS) IN SKILLED FACILITIES. SEE SCHEDULE O FOR ADDITIONAL INFORMATION. THE ORGANIZATION CARES FOR EVERY GENERATION THROUGH EXCEPTIONAL SERVICES BY LEADING PHYSICIANS AND A COMPASSIONATE HEALTH TEAM. SEE SCHEDULE O FOR ADDITIONAL INFORMATION."
P750,"THE VILLAGE IS A LIFE CARE SENIOR LIVING COMMUNITY, DESIGNED TO ACCOMMODATE PERSONS 62 YEARS OF AGE OR OLDER IN A DIGNIFIED MANNER. CURRENTLY, THE VILLAGE HAS 385 RESIDENCES AND A LICENSED 118-BED SKILLED NURSING FACILITY (THE ""HEALTH CENTER""). THE PRIMARY INTENT OF FVSC, IS TO ASSURE THE RESIDENTS OF LIFE CARE THROUGHOUT THEIR RETIREMENT YEARS. THE VILLAGE IS DESIGNED TO CREATE AN ENVIRONMENT THAT WILL ENRICH THE LIVES OF THE PEOPLE WHO LIVE AND WORK THERE. THE DESIGN OF THE MAIN COMMON FACILITIES PROVIDES LARGE AREAS FOR DINING AND MEETINGS WITHOUT DETRACTING FROM THE HOMELIKE ENVIRONMENT OF THE VILLAGE.IN ADDITION TO PROVIDING A RESIDENCE FOR LIFETIME USE BY THE RESIDENT, FVSC WILL PROVIDE: MAINTENANCE OF THE RESIDENCES AND COMMON AREAS; WEEKLY FLAT LAUNDRY SERVICE; FOOD SERVICE, INCLUDING ONE MEAL FOR EACH DAY IN THE MONTH AT NO ADDITIONAL CHARGE; THE SERVICES OF A CHAPLAIN AND RESIDENT SOCIAL DIRECTOR; SCHEDULED TRANSPORTATION SERVICES; 24-HOUR NURSING CARE IN THE HEALTH CENTER SEE ADDITIONAL PROGRAM DESCRIPTION; BIWEEKLY HOUSEKEEPING; A CALL SYSTEM; VARIOUS ADMINISTRATIVE SERVICES; AND ALL UTILITIES EXCEPT LONG DISTANCE TELEPHONE. SOCIAL ACCOUNTABILITYOUR RESIDENTS' SELFLESS ACTS OF VOLUNTEERING THEIR TIME SPEAK LOUDER THAN WORDS. THE FRIENDSHIP VILLAGE SUNSET HILLS RESIDENTS ENJOY VOLUNTEERING INSIDE OUR COMMUNITY. OUR RESIDENTS NOT ONLY VOLUNTEERED WITHIN OUR WALLS BUT TOOK IT TO THE COMMUNITY AT LARGE. RESIDENT VOLUNTEER HOURS FOR FRIENDSHIP VILLAGE SUNSET HILLS WERE NEARLY 15,000. RESIDENT VOLUNTEER HOURS IN THE COMMUNITY AT-LARGE WERE APPROXIMATELY 3,200.THE EMPLOYEES OF FRIENDSHIP VILLAGE SUNSET HILLS GO ABOVE AND BEYOND THEIR WORK LOAD. OUR EMPLOYEES VOLUNTEERED IN COMMUNITIES ACROSS THE ST. LOUIS METROPOLITAN COMMUNITY. EMPLOYEE VOLUNTEER HOURS WERE NEARLY 2,800.FRIENDSHIP VILLAGE SUNSET HILLS MADE DONATIONS TO LOCAL DESERVING CHARITIES AND COMMUNITY ORGANIZATIONS. WITH THE HELP OF OUR RESIDENTS, BOARD MEMBERS, AND EMPLOYEES THE FOLLOWING ORGANIZATIONS RECEIVED OUR SUPPORT: ANGEL TREE BENEFITING CHILDREN OF INCARCERATED PEOPLE , ALZHEIMER'S ASSOCIATION, AMERICAN HEART ASSOCIATION, AMERICAN CANCER SOCIETY, ELEMENTARY SCHOOL ART CONTEST, PREGNANCY RESOURCE CENTER, LEUKEMIA SOCIETY, MERCY, ST. LUKE'S UNITED METHODIST CHURCH, SUPPORT DOGS, INC., ST. LOUIS CHAMBER CHORALE, KOMEN RACE FOR THE CURE, VOYCE AND SPONSORSHIP OF FENTON, CRESTWOOD/SUNSET HILLS, AND AFTON CHAMBER EVENTS TO NAME A FEW. DONATIONS MADE ON BEHALF OF FRIENDSHIP VILLAGE SUNSET HILLS TO CHARITABLE ORGANIZATIONS WAS NEARLY $42,000. THIS INCLUDES CASH PROVIDED BY THE ORGANIZATION, RESIDENTS, BOARD MEMBERS AND EMPLOYEES, ALONG WITH PRODUCT DONATED, AND A PORTION OF SALARY FOR EMPLOYEES WHO PROVIDED VOLUNTEER SERVICES.FRIENDSHIP VILLAGE SUNSET HILLS HAS BEEN HOME FOR OVER 20 YEARS TO A WONDERFUL PROGRAM THAT BENEFITS THE SPECIAL SCHOOL DISTRICT OF ST. LOUIS. WE PROVIDED ON THE JOB TRAINING SKILLS FOR STUDENTS ENROLLED IN OUR PROGRAM. IN FY2017, SIX SSD STUDENTS COMPLETED OUR PROGRAM.FRIENDSHIP VILLAGE SUNSET HILLS HAS A COOPERATIVE AGREEMENT WITH SPECIAL SCHOOL DISTRICT. OUR VOCATIONAL SKILLS PROGRAM IS ONE OF THIRTY THROUGHOUT ST. LOUIS COUNTY. THE MISSION OF THE VOCATIONAL SKILLS PROGRAM IS TO PROVIDE A CONTINUUM OF SUPPORTS AND SERVICES TO THE STUDENTS AND FAMILIES TO ASSIST STUDENTS IN GAINING SKILLS NEEDED TO ACHIEVE REALISTIC AND MEANINGFUL POST-SECONDARY GOALS. AN IN-KIND DONATION OF NEARLY $31,000 WAS PROVIDED TO THE SPECIAL SCHOOL DISTRICT OF ST. LOUIS RANGING FROM SPACE PROVIDED FOR THE CLASSROOM TO THE TIME AND TALENT OF OUR FRIENDSHIP VILLAGE EMPLOYEES. SEVERAL OF OUR EMPLOYEES ARE MENTORS TO THE STUDENTS OF THIS PROGRAM. FRIENDSHIP VILLAGE SUNSET HILLS HAS PROUDLY HIRED SEVERAL STUDENTS THAT HAVE GONE THROUGH THIS PROGRAM AND 5 ARE STILL WORKING WITHIN THE WALLS OF FRIENDSHIP VILLAGE SUNSET HILLS.FRIENDSHIP VILLAGE SUNSET HILLS PROVIDES EDUCATIONAL PROGRAMS TO THE RESIDENTS, EMPLOYEES AND THE GENERAL PUBLIC. FRIENDSHIP VILLAGE SUNSET HILLS HOSTS MEETING SPACE AND OR PROVIDES LUNCH TO 1,000 PLUS COMMUNITY PROFESSIONALS. SOME OF THESE HOSTED EVENTS INCLUDED THE FOLLOWING: HONOR FLIGHT, WELLNESS FAIR, PRESENTATION BY THE COMMUNITY OUTREACH COORDINATOR FROM THE CENTER FOR HEARING AND SPEECH FOR OUR FRIENDSHIP VILLAGE RESIDENTS, ST. CATHERINE LABOURE ELEMENTARY SCHOOL- 6TH GRADE PROJECT, MEDICARE SEMINAR, MANAGING STRESS EDUCATIONAL SESSION, IMPROVING BLADDER CONTROL EDUCATIONAL SESSION, SAPPINGTON-CONCORD HISTORICAL SOCIETY SPEAKERS, SPECTRUM EYEGLASSES AND HEARUSA, ASK A NURSE HOUR, AND RETIRED NURSES GROUP: EDUCATION FOR RESIDENTS ON ANTI-BULLYING AND NO ONE DIES ALONE PROGRAMS. TRANSPORTATION IS ALSO PROVIDED FOR OUR FRIENDSHIP VILLAGE RESIDENTS TO THE MISSOURI OSTEOPOROSIS MONTHLY MEETINGS.FRIENDSHIP VILLAGE SUNSET HILLS HAS ONE CHAPLAIN AND ONE ASSISTANT CHAPLAIN TO MEET ALL THE SPIRITUAL NEEDS OF OUR RESIDENTS AND STAFF. OUR CHAPLAINS ALSO VISIT OUR HOSPITALIZED RESIDENTS. AVERAGE VISITS ARE 8-10 VISITS EACH WEEK THROUGHOUT THE YEAR. 81 FUNERAL/MEMORIAL SERVICES HAVE BEEN CONDUCTED IN THE CURRENT YEAR. OUR CHAPLAINS PROVIDE ONE-ON-ONE SPIRITUAL AND PERSONAL COUNSELING TO APPROXIMATELY 25 RESIDENTS AND EMPLOYEES EACH MONTH. ONGOING SUPPORT GROUPS INCLUDE THE FOLLOWING: CARE FOR THE CAREGIVERS: LOCATED AT THE VILLAGE CARE CENTER, VISITORS FROM OUTSIDE THE COMMUNITY ARE WELCOMED AT THESE GROUP MEETINGS AND SOJOURNERS GRIEF RECOVERY SUPPORT GROUP: SUPPORT GROUP FOR RESIDENTS WHO HAVE LOST A LOVED ONE.FRIENDSHIP VILLAGE SUNSET HILLS CONDUCTS BIBLE STUDIES FOR RESIDENTS. 65 RESIDENTS, ON AVERAGE, ATTEND AT BOTH FRIENDSHIP VILLAGE SUNSET HILLS AND OUR FOUNTAIN VIEW ASSISTED LIVING APARTMENT HOMES. IN ADDITION TO BIBLE STUDIES, THE VILLAGE OFFERS THREE WORSHIP SERVICES EACH SUNDAY. APPROXIMATELY 135 PEOPLE ATTEND WORSHIP SERVICES HOSTED IN OUR CHAPEL, VILLAGE CARE CENTER, AND OUR FOUNTAIN VIEW ASSISTED LIVING APARTMENT HOMES. FRIENDSHIP VILLAGE SUNSET HILLS HAS 16 VOLUNTEERS THAT SUPPORT THE CHAPLAIN'S DEPARTMENT. THEIR GIFTS/TALENTS ARE SINGERS, INSTRUMENTALISTS, BIBLE TEACHERS, AND PREACHERS.FRIENDSHIP VILLAGE SUNSET HILLS PROVIDES BENEVOLENT CARE IF RESIDENT'S RESOURCES DIMINISH AND NEEDS INCREASE. WE THANK OUR GENEROUS DONORS FOR HELPING OUR RESIDENTS AT THIS TIME OF NEED. DONORS HELP RESTORE RESIDENT HOPE. OUT BENEVOLENT CARE NEED FOR RESIDENTS AT FRIENDSHIP VILLAGE SUNSET HILLS CONTINUES TO INCREASE. BENEVOLENCE CARE WAS NEARLY $49,000.WE ARE FORTUNATE TO STAY TRUE TO OUR MISSION BECAUSE OF THE GENEROSITY OF OTHERS TO OUR FRIENDSHIP FUND.FRIENDSHIP VILLAGE SUNSET HILLS HAS NOT ALTERED THE LEVEL OF CARE AND SERVICE IT PROVIDES, DESPITE THE FACT THAT COSTS CONTINUE TO INCREASE AND THE GOVERNMENT CONTINUES TO OFFER FEWER SUBSIDIES FOR LONG-TERM CARE.FRIENDSHIP VILLAGE SUNSET HILLS HAS CONTRACTUAL AGREEMENTS WITH MEDICARE, MEDICAID, AND OTHER THIRD PARTY INSURANCES. REGARDLESS OF THE REIMBURSEMENT RECEIVED, EVEN WHEN IT FALLS SHORT OF THE COST OF CARE, FRIENDSHIP VILLAGE SUNSET HILLS WILL CONTINUE PROVIDING COMPREHENSIVE CARE. FRIENDSHIP VILLAGE OF SOUTH COUNTY WILL BE OPERATED BY HIGH MORAL STANDARDS IN CONDUCTING ITS PERSONAL AND BUSINESS AFFAIRS, IN MAKING THE VILLAGE EACH RESIDENT'S HOME, IN CARING FOR EACH RESIDENT AND STAFF MEMBER, AND IN PROVIDING OPPORTUNITIES AND CHALLENGES FOR THE GROWTH OF EACH RESIDENT AND STAFF MEMBER ACCORDING TO BIBLICAL PRINCIPLES."
L410,"KCRM MEN'S CENTER - OVERNIGHT CLIENT SERVICES: THIS PROGRAM PROVIDES HOMELESS MEN WITH RELIEF SERVICES, INCLUDING SECURE, CLEAN EMERGENCY HOUSING, BALANCED MEALS, SHOWERS, CLEAN CLOTHING, HEALTHCARE, CASE MANAGEMENT, COUNSELING, SUPPORT GROUPS, CHAPLAINCY AND REFERRALS TO OTHER AGENCIES. MANY WHO FIND RELIEF THROUGH THESE SERVICES CHOOSE TO JOIN KCRM'S CHRISTIAN COMMUNITY OF RECOVERY DESCRIBED BELOW. REHABILITATION SERVICES- NEEDY, HOMELESS & HUNGRY"
E420,"FAMILY PLANNING AND REPRODUCTIVE HEALTH CARE SERVICES INCLUDING CONTRACEPTION AND GYNECOLOGY CARE. TO PROVIDE, PROTECT, AND SUPPORT REPRODUCTIVE AND SEXUAL HEALTH SERVICES, ACCESS, AND RIGHTS."
P20,"DISASTER RESPONSE AND HOME REPAIR/REBUILDING: WE PROVIDE SHORT-TERM AID AS WELL AS LONG-TERM CASE MANAGEMENT FOR SURVIVORS OF NATURAL DISASTERS. WE REPAIR AND REBUILD HOMES DAMAGED IN NATURAL DISASTERS AND WE REPAIR HOMES FOR SENIORS AND LOW-INCOME FAMILIES TO MAKE THEM SAFE AND ACCESSIBLE. WE MANAGE AND COORDINATE VOLUNTEERS TO ASSIST IN OUR REPAIR/REBUILD PROGRAM. MOTIVATED BY THE LOVE OF CHRIST, CATHOLIC CHARITIES OF SOUTHERN MISSOURI (CCSOMO) SEEKS TO IMPROVE THE LIVES OF THE VULNERABLE BY PROVIDING QUALITY, COMPASSIONATE SOCIAL SERVICES WHICH MEET LOCAL NEEDS. CCSOMO PROVIDES A WIDE VARIETY OF SERVICES TO INDIVIDUALS AND FAMILIES IN NEED THROUGHOUT THE 39 SOUTHERNMOST COUNTIES IN MISSOURI, MANY OF WHICH ARE THE MOST IMPOVERISHED IN THE STATE. WE SERVE ALL PEOPLE, REGARDLESS OF FAITH, RACE OR NATIONALITY, WITH DIGNITY AND RESPECT, AND WE SEEK TO EMPOWER OUR CLIENTS TO MAKE PERMANENT CHANGES IN THEIR LIVES THAT LEAD TO SELF-SUFFICIENCY."
W30Z,"VVWP RECEIVES 450-600 MANUSCRIPTS ANNUALLY AND AROUND 100 ARE PUBLISHED IN EACH OF THE THREE ISSUES OF OUR MAGAZINE, VETERANS' VOICES. THE BENEFITS OF THIS PROGRAM TO HEAL AND EXPERIENCE SATISFACTION, CAN BEST BE DESCRIBED BY ONE OF OUR VETERAN AUTHORS: ""I HAVE BEEN SENDING MY WORK TO VETERANS' VOICES MAGAZINE FOR SEVERAL YEARS AND IT HAS HELPED ME BECAUSE I FIND IT HARD TO TALK ABOUT THE THINGS I'VE EXPERIENCED, BUT IT IS EASIER TO WRITE ABOUT IT. I HOPE MY WORK HAS HELPED OTHERS WHEN THEY READ IT IN THE MAGAZINE. WHEN I GOT OUT OF THE MILITARY, I HAD BEEN TRAUMATIZED AND FOUND IT HARD TO TALK TO ANYONE INCLUDING MY OWN FAMILY. THEN I STARTED WRITING AND SHARING MY POETRY WITH THE STAFF AT THE VA HOSPITAL AND ONE DAY I WAS TOLD ABOUT YOUR MAGAZINE AND I HAVE BEEN SENDING MY WORK TO YOU EVER SINCE. I WANT TO THANK YOU AND YOUR STAFF FOR PUBLISHING MY WORK. TO ENABLE MILITARY VETERANS TO EXPERIENCE SOLACE AND SATISFACTION THROUGH OUR WRITING PROGRAM. SEE SCHEDULE O."
P75Z,FEDERALLY SUBSIDIZED U.S. DEPT OF H.U.D. ELDERLY LOW INCOME HOUSING PROJECT. TO PROVIDE LOW INCOME HOUSING FOR THE ELDERLY.
P80Z,"CONSUMER DIRECTED SERVICES THAT ALLOW FOR THE PROVISION OF PERSONAL CARE ATTENDANT SERVICES TO INDIVIDUALS WHO MAY OTHERWISE HAVE TO LIVE IN A NURSING HOME OR OTHER INSTITUTIONAL SETTING. INDEPENDENT LIVING SERVICES THAT ASSISTS PERSONS WITH DISABILITIES TO GAIN INDEPENDENCE THROUGH ADVOCACY, TRAINING, INFORMATION AND REFERRALS. INDIVIDUALS ALSO RECEIVED ASSISTANCE IN ORDER TO ACQUIRE MATERIALS OR IMPROVE CONDITIONS THAT WILL ALLOW THEM TO BE LESS DEPENDENT UPON OTHERS. THE ORGANIZATION'S MISSION IS THE ELIMINATION OF PHYSICAL, ATTITUDINAL AND SYSTEMIC BARRIERS AFFECTING PEOPLE WITH DISABILITIES SO THAT ALL INDIVIDUALS, WITH OR WITHOUT A DISABILITY, ARE FREE TO LIVE AS INDEPENDENTLY AS THEY CHOOSE."
J200,"For over 30 years, WEN has successfully impacted the lives of thousands of women who have come to WEN to create better lives for themselves and their families. WEN's strategic approach promotes the overall economic wellness of clients, focuses on building pathways to securing livable-wage jobs, and provides credit-building tools, financial education, and one-on-one coaching, leading them toward long-term financial stability. In fiscal year 2016-17, WEN served more than 700 women living in the Greater Kansas City area, all of whom have been chronically unemployed or chronically under-employed. Over three decades of dynamic programming, while influencing countless lives, is quite an accomplishment for any organization. We attribute our success to the numerous thought leaders, CEO's, volunteers, philanthropists, corporate sponsors and talented staff who have contributed to WEN throughout the years. The support of the community is paramount to our success in supporting our clients as they navigate significant obstacles to financial self-sufficiency and personal discovery. Our model of service is a holistic approach to empowerment, ensuring barriers to client success can be overcome. Due to our long history in Kansas City, WEN is able to leverage relationships with many partners to positively impact families by connecting women with the resources they need to get ahead, both inside and outside our traditional programming. Our OneKC for Women alliance with the Women's Business Center, Women's Capital Connection and WE-Lend Initiative provides additional options for financial success for the clients we are so privileged to serve. WEN serves a broad spectrum of women throughout the Kansas City metro area who are unemployed, under-employed, new to the workforce or seeking to re-enter the workplace. Women must be at least 18 years old with a high school diploma or equivalent. 88% of WEN clients have incomes below the federal poverty level. Likewise, women who come to WEN face a variety of challenges to securing employment, including homelessness or unstable housing, finding and affording childcare, insufficient or nonexistent medical or mental health care, limited means of transportation, substance abuse, and recovery, and domestic violence. In the 2016-2017 program year, WEN served: 662 total clients, 370 new clients, and 74% of clients reside in Jackson County. Our Clients: 83% of clients are single or divorced, 25% of clients do not have stable housing, 28% of clients have children, 59% of clients report a household income of under $10,000, and 33% of clients are the sole provider of income for a household with dependent children. WEN 2016-2017 Program Outcomes: 185 self-reported jobs, 435 employer partners, 895 workshop attendees, 2,053 hours in job search lab, 139 clients served per month, and $14.38 average hourly full-time wage reported. To help women raise their self-esteem and achieve economic independence through sustained employment."
L22,"OPERATION OF AN APARTMENT COMPLEX OF 141 UNITS UNDER SECTION 207 OF THE NATIONAL HOUSING ACT, WHICH PROVIDES LOW-INCOME HOUSING TO THE ELDERLY AND HANDICAPPED. TO PROVIDE LOW-INCOME HOUSING FOR THE ELDERLY AND HANDICAPPED."
P82Z,"TRAINING AND CERTIFICATE COURSES ARE GIVEN TO PREPARE INDIVIDUALS FOR EMPLOYMENT IN THE FIELDS OF HEATING, AIR CONDITIONING AND VENTILATION, HEAVY HIGHWAY CONSTRUCTION, CERTIFIED NURSING ASSISTANTS, OFFICE TECHNOLOGY, AND OFFICE SUPPORT SPECIALISTS. TO PROMOTE ABILITIES OF INDIVIDUALS SEEKING EMPLOYMENT THROUGH INNOVATIVE TRAINING, EDUCATION & BUSINESS PARTNERSHIPS, ENRICHING COMMUNITIES WHERE WE WORK AND LIVE."
I21,"Drug Free Communities The Drug Free Communities grant helps prevent the use of alcohol, tobacco, and other drugs among the youth of our community. These funds are used to promote asset development in our youth to help them make safe, healthy lifestyle choices, to partner with local law enforcement in performing compliance checks in local retail liquor sales and providing server training when needed, and to educate community members about what they can do to help. THE ORGANIZATIONS PRINCIPAL ACTIVITIES ARE TO ASSIST AGENCIES AND ORGANIZATIONS WITHIN THE COMMUNITY TO BUILD COALITIONS AND ENGAGE IN COLLABORATION TO POSITIVELY IMPACT ISSUES RELATING TO CHILDREN AND YOUTH."
E220,"MERCY HEALTH SPRINGFIELD COMMUNITIES AND ITS SUBSIDIARIES PROVIDE HIGH-QUALITY, COMPASSIONATE, FAITH-BASED HEALTH CARE IN A VARIETY OF TRADITIONAL MEDICAL SETTINGS. THIS ORGANIZATION, AS PART OF MERCY HEALTH SPRINGFIELD COMMUNITIES, PROVIDES SERVICES TO THE COMMUNITIES WE SERVE, WITH PARTICULAR CONCERN FOR THE ECONOMICALLY POOR, IN THE WAY OF INPATIENT HOSPITAL SERVICES, OUTPATIENT SERVICES, EMERGENCY ROOM CARE, HOME HEALTH SERVICES, AND PHYSICIAN CLINIC OFFICE VISITS. AS THE SISTERS OF MERCY BEFORE US, WE BRING TO LIFE THE HEALING MINISTRY OF JESUS THROUGH OUR COMPASSIONATE CARE AND EXCEPTIONAL SERVICE."
F32Z,"ADULT OUT-PATIENT-PROVIDES IN-HOME CASE MANAGEMENT, GROUP ACTIVITIES, MEDICATION MAMAGEMENT, EVALUATION, MONITORS HEALTH GOALS IN A NINE COUNTY AREA FOR THE SERIOUSLY AND PERSISTENTLY MENTALLY ILL ADULTS. APPROXIMATELY 568 PERSONS RECIEVE SERVICES MONTHLY VIA STATE DBH AND MO HEALTHNET (MEDICAID) CONTRACTS. NORTH CENTRAL MISSOURI MENTAL HEALTH CENTER DELIVERS QUALITY BEHAVIORAL HEALTH SERVICES COMBINED WITH MONITORING PHYSICAL HEALTH DIAGNOSIS IN AN ATMOSPHERE THAT PROMOTES DIGNITY, BUILDS NATURAL SUPPORTS, ENCOURAGES CONSUMER CHOICE, AND EMPOWERS INDIVIDUALS TO ACHIEVE THEIR HIGHEST QUALITY OF LIFE."
F32Z,"COMMUNITY PSYCHIATRIC REHABILITATION CENTER-PROVIDES CASE MANAGEMENT, GROUP ACTIVITIES, MEDICATION MANAGEMENT, EVALUATION, MONITORS HEALTH GOALS IN A NINE COUNTY AREA FOR THE SERIOUSLY AND PERSISTENTLY MENTALLY ILL ADULTS. APPROXIMATELY 991 PERSONS RECIEVE SERVICES MONTHLY VIA STATE DBH AND MO HEALTHNET (MEDICAID) CONTRACTS. NORTH CENTRAL MISSOURI MENTAL HEALTH CENTER DELIVERS QUALITY BEHAVIORAL HEALTH SERVICES COMBINED WITH MONITORING PHYSICAL HEALTH DIAGNOSIS IN AN ATMOSPHERE THAT PROMOTES DIGNITY, BUILDS NATURAL SUPPORTS, ENCOURAGES CONSUMER CHOICE, AND EMPOWERS INDIVIDUALS TO ACHIEVE THEIR HIGHEST QUALITY OF LIFE."
X20,"THE ORGANIZATION INCURRED ADMINISTRATIVE AND RESEARCH EXPENSES IN CONNECTION WITH ITS EDUCATIONAL MULTI-MEDIA PRESENTATION PLANNED FOR BRANSON, MISOURI. CHARIS GROUP, INC IS IN THE PROCESS OF DEVELOPING AN EDUCATIONAL MULTI MEDIA PRESENTATION LOCATED IN BRANSON, MISSOURI TO SPREAD THE GOSPEL OF JESUS CHRIST."
